# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = logistic_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /Users/dveen5/Library/R/4.0/library/cmdstanr/logistic.data.json
# init = 2 (Default)
# random
#   seed = 793963399
# output
#   file = /var/folders/l_/g3sbvqqs3fjbln3tv95bwtbc0000gp/T/RtmpjnRyRe/logistic-202012301656-1-33579a.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100
-66.3913,1,0.769992,2,3,0,69.2474,0.551139,-1.04668,-0.551579,0.786762,-0.43203,-0.374596,-0.507418,-0.329189,-1.14769,-0.619437,-0.587154,-0.114714,-0.691192,-0.836455,-0.197385,-0.555816,-0.518722,-0.254932,-0.221652,-0.162488,-2.18022,-0.345498,-0.116522,-0.0415457,-0.117433,-0.49425,-0.146017,-0.0484264,-0.349254,-2.24482,-0.213061,-0.339133,-0.516392,-0.55053,-0.419448,-0.38531,-0.320685,-0.0106698,-0.384245,-0.133597,-0.857292,-0.142852,-0.09465,-0.630483,-1.33184,-0.966115,-0.114941,-1.39442,-0.242024,-0.58436,-0.210984,-0.189325,-0.216918,-1.88021,-0.138302,-0.925685,-0.311482,-0.233056,-0.329341,-0.0870778,-0.661856,-1.42961,-1.57515,-1.13424,-0.444403,-1.12337,-0.0370034,-1.21034,-2.43297,-0.536269,-0.144545,-1.37473,-0.355308,-0.378067,-0.411202,-0.334577,-1.91934,-0.923331,-1.57283,-0.284057,-0.921983,-0.291245,-0.876815,-0.643495,-0.0581285,-0.155189,-0.242428,-0.196475,-0.0520125,-1.04861,-0.929751,-0.655751,-1.39179,-0.0984806,-0.255715,-1.63287,-0.657365,-0.2187,-0.274585,-2.01384,-0.273981,-1.60236,-0.734696,-0.255578
-64.19,0.932826,0.769992,2,3,0,67.3469,0.354799,-0.658346,-0.413239,0.734314,-0.53827,-0.37736,-0.585411,-0.355441,-1.12338,-0.540013,-0.614891,-0.192546,-0.649739,-0.860227,-0.226175,-0.405063,-0.653544,-0.406508,-0.276542,-0.236844,-1.64342,-0.437225,-0.206701,-0.101515,-0.173305,-0.510909,-0.246019,-0.113031,-0.405713,-1.54371,-0.250924,-0.430961,-0.594883,-0.615833,-0.418593,-0.417065,-0.383361,-0.0380681,-0.516406,-0.254035,-0.803477,-0.215811,-0.181364,-0.660937,-1.21197,-0.917276,-0.334526,-1.13795,-0.382002,-0.564656,-0.244728,-0.304934,-0.30084,-1.25729,-0.265077,-0.782657,-0.344782,-0.397153,-0.358693,-0.209566,-0.693416,-1.07792,-1.36259,-0.928494,-0.552905,-0.75086,-0.0756939,-0.983025,-2.18519,-0.52818,-0.245552,-1.14977,-0.43151,-0.531559,-0.569957,-0.455879,-1.59091,-0.855861,-1.00593,-0.412356,-0.867223,-0.496544,-0.857461,-0.525966,-0.114999,-0.189619,-0.342296,-0.275353,-0.117892,-1.08616,-0.810528,-0.785539,-1.30004,-0.182663,-0.350584,-1.46535,-0.60034,-0.323418,-0.336401,-1.567,-0.402292,-1.17826,-0.703398,-0.393403
-65.0003,0.925779,0.769992,2,3,0,65.167,0.279083,-0.811025,-0.426999,0.952871,-0.566046,-0.255472,-0.546299,-0.275378,-1.21364,-0.563883,-0.530627,-0.186251,-0.732595,-0.918615,-0.190945,-0.281928,-0.579631,-0.363223,-0.225046,-0.21294,-1.75637,-0.470289,-0.17925,-0.062625,-0.139436,-0.558264,-0.253393,-0.0826135,-0.313234,-1.59228,-0.223513,-0.443385,-0.576697,-0.737397,-0.430145,-0.399116,-0.277277,-0.0227983,-0.461374,-0.263642,-0.826674,-0.155472,-0.126318,-0.754152,-1.20902,-1.11237,-0.383043,-1.16962,-0.359752,-0.454242,-0.157292,-0.293621,-0.277833,-1.24317,-0.252275,-0.722153,-0.337399,-0.380398,-0.244532,-0.22962,-0.757219,-1.1426,-1.73794,-0.900941,-0.595745,-0.666691,-0.0521987,-0.86452,-2.50194,-0.516729,-0.227791,-1.09203,-0.431628,-0.657236,-0.509463,-0.349669,-1.97211,-0.861818,-0.971742,-0.377451,-0.824884,-0.540778,-0.934583,-0.381922,-0.0630329,-0.0984597,-0.320992,-0.231257,-0.0789621,-1.41109,-0.737659,-0.735665,-1.65779,-0.125494,-0.25689,-1.64767,-0.557993,-0.29324,-0.33412,-1.71172,-0.426218,-1.28322,-0.601786,-0.394122
-64.5213,0.950828,0.769992,3,7,0,65.8793,0.416624,-0.548709,-0.118453,0.424274,-0.47628,-0.51171,-0.398583,-0.609335,-1.08389,-0.607518,-0.705095,-0.351926,-0.667278,-0.566014,-0.356777,-0.662925,-0.647109,-0.300063,-0.311949,-0.337191,-1.39049,-0.49364,-0.28035,-0.13093,-0.282013,-0.58316,-0.386352,-0.180485,-0.570947,-1.39436,-0.381404,-0.454369,-0.805542,-0.6582,-0.535538,-0.446525,-0.507016,-0.100738,-0.644198,-0.361445,-0.564299,-0.459631,-0.182965,-0.631106,-0.984788,-0.793691,-0.322647,-1.13647,-0.335281,-0.668326,-0.448645,-0.349975,-0.359895,-1.27022,-0.308009,-0.905518,-0.460454,-0.326989,-0.493806,-0.343981,-0.580692,-0.746715,-1.06017,-1.01154,-0.499017,-1.01277,-0.182575,-0.853756,-1.48069,-0.493476,-0.320748,-0.959832,-0.445472,-0.595303,-0.625324,-0.500961,-1.09265,-0.983514,-1.22831,-0.335007,-0.880373,-0.410785,-0.615645,-0.640873,-0.261871,-0.314996,-0.362224,-0.30436,-0.157648,-0.890674,-0.864012,-0.72424,-0.97539,-0.380012,-0.478415,-1.2943,-0.874259,-0.331759,-0.441633,-1.39719,-0.435592,-0.825611,-0.731424,-0.381381
-64.2079,0.944791,0.769992,2,3,0,65.3476,0.21648,-0.649543,-0.258185,0.715196,-0.579569,-0.319013,-0.510234,-0.373932,-1.09462,-0.619475,-0.562705,-0.295932,-0.753667,-0.790502,-0.282352,-0.369406,-0.579287,-0.375337,-0.287845,-0.300985,-1.44672,-0.539307,-0.257441,-0.104317,-0.22076,-0.621762,-0.363273,-0.142822,-0.387856,-1.34332,-0.318654,-0.500634,-0.646905,-0.774116,-0.517974,-0.457137,-0.341323,-0.0578537,-0.519844,-0.364105,-0.732562,-0.25173,-0.171988,-0.757043,-1.01951,-1.02507,-0.442609,-1.06229,-0.395887,-0.496077,-0.237718,-0.366951,-0.353315,-1.1148,-0.326276,-0.732336,-0.429821,-0.407243,-0.310017,-0.3439,-0.725751,-0.958869,-1.47637,-0.868783,-0.609883,-0.717896,-0.111655,-0.766637,-1.90658,-0.540493,-0.310671,-0.933568,-0.484705,-0.718642,-0.540289,-0.390183,-1.5911,-0.85719,-0.960121,-0.399736,-0.787098,-0.551754,-0.824939,-0.428688,-0.119689,-0.153043,-0.382374,-0.29384,-0.128558,-1.25251,-0.723875,-0.693747,-1.40303,-0.208939,-0.325249,-1.39978,-0.641298,-0.350773,-0.425272,-1.44311,-0.491504,-1.06713,-0.602308,-0.442936
-64.7617,0.928471,0.769992,2,3,0,65.1539,0.582899,-0.786332,-0.370641,0.79038,-0.433862,-0.39485,-0.417453,-0.421734,-1.32649,-0.492387,-0.685084,-0.165366,-0.602335,-0.688412,-0.184927,-0.478607,-0.688853,-0.268765,-0.200017,-0.18743,-1.91701,-0.376869,-0.152352,-0.0567706,-0.132203,-0.464761,-0.211394,-0.0744363,-0.448265,-1.83104,-0.208998,-0.354716,-0.726179,-0.578817,-0.378096,-0.339277,-0.400845,-0.0234711,-0.579285,-0.209261,-0.647005,-0.249096,-0.107098,-0.594354,-1.32818,-0.866574,-0.247469,-1.35883,-0.272615,-0.621568,-0.265817,-0.234429,-0.234085,-1.52238,-0.196394,-0.928582,-0.298635,-0.278219,-0.373643,-0.177184,-0.588336,-0.937847,-1.35644,-1.1105,-0.455271,-0.949832,-0.0548041,-1.05579,-2.41651,-0.43086,-0.188455,-1.25704,-0.350079,-0.492838,-0.61326,-0.456279,-1.54326,-1.04007,-1.28664,-0.288353,-0.988539,-0.379621,-0.716533,-0.570687,-0.111175,-0.177119,-0.260165,-0.197638,-0.0708218,-1.05453,-0.928746,-0.837725,-1.26059,-0.19739,-0.364629,-1.73111,-0.758529,-0.236713,-0.287168,-1.8645,-0.330256,-1.05779,-0.768021,-0.300614
-64.4723,0.984371,0.769992,2,7,0,65.2477,0.453282,-0.78699,-0.170133,0.486168,-0.443002,-0.454304,-0.362693,-0.554674,-1.08317,-0.691406,-0.645427,-0.297996,-0.740781,-0.569041,-0.346207,-0.709741,-0.532269,-0.229272,-0.277888,-0.292343,-1.61827,-0.470432,-0.216792,-0.0773558,-0.238952,-0.617265,-0.32724,-0.117412,-0.490743,-1.69878,-0.368947,-0.423906,-0.738775,-0.682503,-0.573186,-0.443964,-0.418613,-0.0519638,-0.529179,-0.285874,-0.595842,-0.355271,-0.123525,-0.661225,-0.988717,-0.884765,-0.201808,-1.24104,-0.267364,-0.627652,-0.376684,-0.287217,-0.316323,-1.54411,-0.231003,-0.946045,-0.464669,-0.249671,-0.422528,-0.249833,-0.59461,-0.910567,-1.26119,-1.08733,-0.468656,-1.19118,-0.130358,-0.88646,-1.57404,-0.511833,-0.257353,-1.001,-0.421103,-0.559566,-0.497288,-0.384106,-1.32436,-1.00256,-1.51057,-0.274123,-0.868084,-0.325431,-0.646162,-0.64142,-0.163098,-0.239679,-0.312514,-0.257053,-0.0995846,-0.964035,-0.880109,-0.616394,-1.10789,-0.26028,-0.370907,-1.37216,-0.892931,-0.275973,-0.425032,-1.60198,-0.382124,-1.0334,-0.694009,-0.317377
-64.9686,0.974162,0.769992,3,7,0,65.0195,0.267096,-0.628877,-0.529791,0.541273,-0.579745,-0.468322,-0.80338,-0.336301,-0.872241,-0.62787,-0.587707,-0.174752,-0.67119,-1.01865,-0.295268,-0.520448,-0.587541,-0.527607,-0.399985,-0.267998,-1.55885,-0.428019,-0.23244,-0.163584,-0.219388,-0.52252,-0.21268,-0.139274,-0.400009,-1.57459,-0.304493,-0.456942,-0.441401,-0.540445,-0.460756,-0.514655,-0.414023,-0.0457946,-0.413846,-0.213844,-1.02127,-0.18376,-0.287209,-0.656278,-1.15325,-0.870105,-0.233196,-1.02243,-0.445526,-0.602253,-0.280577,-0.32059,-0.349076,-1.3129,-0.265854,-0.752064,-0.38802,-0.447957,-0.426632,-0.143939,-0.756447,-1.40607,-1.23298,-0.868707,-0.57247,-0.79937,-0.0945636,-1.12056,-1.84791,-0.672108,-0.258033,-1.1981,-0.485916,-0.405056,-0.471321,-0.461304,-1.56108,-0.704937,-1.02897,-0.522696,-0.800097,-0.465393,-0.986249,-0.671807,-0.124799,-0.288041,-0.398481,-0.369249,-0.173087,-0.890669,-0.804103,-0.688436,-1.15475,-0.154479,-0.34995,-1.15842,-0.50763,-0.391157,-0.359505,-1.39103,-0.386688,-1.48738,-0.728739,-0.414476
-66.9161,0.626267,0.769992,2,3,0,68.7138,0.403356,-0.920193,-0.54718,0.298256,-0.471151,-0.601052,-0.701508,-0.412778,-0.728575,-0.845193,-0.578457,-0.154315,-0.758295,-0.889583,-0.407194,-0.982705,-0.421406,-0.344271,-0.442182,-0.260026,-1.81181,-0.377331,-0.181419,-0.111881,-0.242446,-0.574043,-0.164956,-0.0974209,-0.412275,-2.12859,-0.386905,-0.402548,-0.38331,-0.484923,-0.581276,-0.575192,-0.418964,-0.0285292,-0.303316,-0.136034,-1.04537,-0.178011,-0.212435,-0.626774,-1.06221,-0.838828,-0.0660708,-1.15869,-0.303325,-0.689817,-0.367646,-0.237311,-0.322897,-1.92933,-0.163341,-0.920329,-0.463504,-0.266749,-0.505657,-0.0711112,-0.705498,-1.74761,-1.19725,-1.04862,-0.460039,-1.36981,-0.0972593,-1.31086,-1.44349,-0.765822,-0.197104,-1.28372,-0.456219,-0.274075,-0.311976,-0.353784,-1.55507,-0.72793,-1.72237,-0.387634,-0.797694,-0.243736,-0.929204,-0.97759,-0.109979,-0.388041,-0.336988,-0.34958,-0.123355,-0.688424,-0.923197,-0.486355,-0.995914,-0.120022,-0.303942,-1.02183,-0.627792,-0.318032,-0.37745,-1.55852,-0.284867,-1.87456,-0.768956,-0.288024
-68.5654,0.869839,0.769992,2,3,0,69.5396,0.424886,-0.151094,0.127842,0.777313,-0.520719,-0.368154,-0.280216,-0.657779,-1.63157,-0.337311,-0.833805,-0.515547,-0.521075,-0.454714,-0.20749,-0.276056,-1.07286,-0.345554,-0.18977,-0.339864,-1.13094,-0.576902,-0.362993,-0.145744,-0.230875,-0.501723,-0.637945,-0.264201,-0.677483,-0.811045,-0.261889,-0.485619,-1.33201,-0.804564,-0.374942,-0.303343,-0.559706,-0.211097,-1.18643,-0.724189,-0.333338,-0.750465,-0.169432,-0.621758,-1.10825,-0.775759,-1.34082,-1.11463,-0.425273,-0.604642,-0.392442,-0.477894,-0.351686,-0.674876,-0.540121,-0.811524,-0.347463,-0.488913,-0.416898,-1.02388,-0.512727,-0.27009,-1.03254,-0.917163,-0.575836,-0.521374,-0.194074,-0.579498,-2.07668,-0.291587,-0.442308,-0.81018,-0.413197,-1.0784,-1.2055,-0.748421,-0.889738,-1.22017,-0.623336,-0.345915,-1.00289,-0.799446,-0.472346,-0.338725,-0.419938,-0.19546,-0.376683,-0.245063,-0.182826,-1.24227,-0.788322,-1.20698,-1.10999,-0.780289,-0.677472,-1.77851,-0.953503,-0.346668,-0.410423,-1.32838,-0.62523,-0.300119,-0.712938,-0.528235
-66.3254,0.990684,0.769992,2,7,0,70.2974,0.0672195,-0.442786,-0.580114,0.569252,-0.711971,-0.429997,-1.05729,-0.27316,-0.790008,-0.602503,-0.547874,-0.191936,-0.671299,-1.2421,-0.303112,-0.37494,-0.628747,-0.791687,-0.488087,-0.312583,-1.31769,-0.482628,-0.304996,-0.279333,-0.25337,-0.531376,-0.243547,-0.205524,-0.368871,-1.24658,-0.31539,-0.53696,-0.380766,-0.565519,-0.450654,-0.572397,-0.405758,-0.0724199,-0.410485,-0.268539,-1.18658,-0.161805,-0.457652,-0.707187,-1.12109,-0.903681,-0.397308,-0.847055,-0.627159,-0.545997,-0.244089,-0.414574,-0.421303,-0.988688,-0.371267,-0.6168,-0.398256,-0.661469,-0.401772,-0.186734,-0.864348,-1.46227,-1.23073,-0.707615,-0.693184,-0.546519,-0.114337,-1.04442,-1.83666,-0.74555,-0.329766,-1.12363,-0.568563,-0.458175,-0.502062,-0.508438,-1.59798,-0.585618,-0.691673,-0.730272,-0.727164,-0.664545,-1.14252,-0.576693,-0.132757,-0.286582,-0.503798,-0.473176,-0.275448,-0.956654,-0.699919,-0.731852,-1.21785,-0.153587,-0.357836,-1.03042,-0.383431,-0.514894,-0.387108,-1.15452,-0.475949,-1.5061,-0.683662,-0.550242
-65.4379,0.914063,0.769992,2,3,0,68.0198,0.128109,-0.429479,-0.176744,0.366271,-0.616033,-0.469884,-0.599932,-0.489072,-0.8577,-0.697008,-0.60255,-0.412795,-0.750184,-0.761051,-0.449962,-0.547487,-0.581149,-0.477606,-0.448859,-0.435287,-1.12407,-0.58897,-0.386762,-0.240425,-0.377769,-0.664104,-0.453373,-0.276907,-0.490638,-1.11741,-0.471246,-0.570301,-0.620683,-0.721239,-0.614505,-0.572146,-0.461171,-0.16258,-0.538978,-0.441141,-0.753907,-0.372185,-0.321535,-0.730166,-0.856633,-0.876659,-0.435863,-0.90042,-0.487712,-0.582225,-0.392544,-0.465407,-0.475714,-1.00436,-0.422136,-0.729765,-0.548733,-0.48468,-0.453412,-0.402928,-0.719613,-0.931451,-1.10829,-0.805885,-0.630322,-0.777093,-0.254117,-0.770796,-1.24944,-0.636965,-0.424991,-0.84409,-0.569546,-0.653415,-0.545981,-0.474392,-1.18799,-0.764606,-0.925591,-0.502148,-0.734369,-0.554584,-0.786453,-0.573596,-0.249916,-0.321372,-0.492052,-0.439114,-0.268353,-0.948457,-0.721563,-0.642897,-1.04902,-0.324992,-0.434041,-1.01794,-0.660199,-0.468497,-0.531705,-1.10019,-0.543652,-0.994877,-0.642149,-0.514336
-66.582,0.791617,0.769992,1,1,0,66.6836,0.0894311,-0.290555,-0.176547,0.308886,-0.650991,-0.515503,-0.673496,-0.503426,-0.820905,-0.661016,-0.626938,-0.437667,-0.710135,-0.793661,-0.469804,-0.53714,-0.638316,-0.577663,-0.504041,-0.474076,-1.00829,-0.600687,-0.447553,-0.339375,-0.421943,-0.642924,-0.479228,-0.354481,-0.528277,-0.980177,-0.487982,-0.596876,-0.617319,-0.690873,-0.595739,-0.59239,-0.515727,-0.232658,-0.578867,-0.482882,-0.773732,-0.41112,-0.424073,-0.711991,-0.852802,-0.820594,-0.527646,-0.832708,-0.56493,-0.606918,-0.434511,-0.5191,-0.518981,-0.883217,-0.489729,-0.7009,-0.551091,-0.571846,-0.504042,-0.44653,-0.725428,-0.888938,-0.988988,-0.75729,-0.658156,-0.695936,-0.307206,-0.775979,-1.17522,-0.651385,-0.47799,-0.834446,-0.597914,-0.646621,-0.601502,-0.549428,-1.07061,-0.726654,-0.795707,-0.583002,-0.729631,-0.623996,-0.794595,-0.593054,-0.320621,-0.392903,-0.544309,-0.501337,-0.359899,-0.88194,-0.710384,-0.691569,-0.962999,-0.383105,-0.49581,-0.9403,-0.625168,-0.531737,-0.544101,-0.981377,-0.578657,-0.927839,-0.665271,-0.5723
-66.9002,0.776743,0.769992,2,3,0,70.4563,0.0542582,-0.191788,-0.398437,0.64117,-0.741875,-0.402306,-0.909913,-0.323913,-0.957287,-0.476162,-0.614379,-0.278352,-0.602287,-1.08677,-0.271547,-0.271608,-0.8129,-0.84017,-0.429146,-0.355373,-1.09656,-0.544786,-0.390669,-0.348481,-0.272626,-0.513509,-0.361107,-0.298113,-0.440577,-0.895944,-0.300804,-0.5759,-0.545846,-0.633652,-0.407181,-0.506081,-0.463407,-0.146308,-0.608349,-0.430924,-0.93799,-0.259389,-0.489988,-0.69929,-1.11206,-0.858873,-0.845662,-0.807257,-0.711297,-0.541146,-0.269055,-0.516159,-0.453109,-0.692393,-0.52591,-0.589051,-0.380784,-0.793191,-0.407376,-0.396791,-0.803689,-0.962278,-1.12152,-0.665026,-0.739976,-0.398933,-0.15645,-0.852248,-1.90602,-0.607156,-0.427969,-0.987195,-0.571077,-0.646827,-0.731651,-0.645325,-1.3359,-0.664973,-0.479462,-0.750424,-0.766875,-0.888121,-0.98406,-0.451678,-0.216823,-0.272182,-0.543056,-0.467145,-0.347852,-1.05775,-0.667369,-0.927084,-1.19038,-0.280166,-0.469154,-1.14517,-0.430859,-0.556254,-0.407948,-1.04142,-0.591477,-0.983014,-0.679739,-0.658419
-65.449,0.783767,0.769992,2,3,0,71.0822,0.413277,-0.888902,-0.5627,0.844148,-0.507507,-0.337625,-0.61165,-0.286223,-1.12886,-0.573951,-0.566547,-0.127754,-0.679615,-0.955186,-0.19039,-0.408619,-0.570553,-0.355282,-0.244383,-0.181305,-1.96604,-0.383336,-0.145134,-0.0613047,-0.127067,-0.495043,-0.170036,-0.0659223,-0.333427,-1.91678,-0.21035,-0.384166,-0.496997,-0.583025,-0.400547,-0.401744,-0.315987,-0.0155559,-0.408088,-0.169856,-0.921523,-0.137064,-0.132731,-0.666112,-1.31951,-0.99481,-0.202015,-1.24902,-0.320762,-0.537604,-0.186353,-0.235611,-0.247885,-1.54199,-0.186915,-0.807427,-0.309153,-0.326547,-0.306717,-0.119331,-0.722378,-1.38114,-1.58239,-0.992566,-0.51899,-0.846528,-0.0421533,-1.11721,-2.49211,-0.553015,-0.178115,-1.29996,-0.395811,-0.442842,-0.460356,-0.370585,-1.93278,-0.842537,-1.20256,-0.368351,-0.876045,-0.408134,-0.95733,-0.542889,-0.0626278,-0.144707,-0.289037,-0.230615,-0.0732864,-1.14059,-0.841073,-0.718213,-1.46411,-0.105262,-0.266795,-1.57859,-0.554989,-0.269034,-0.287695,-1.82018,-0.331027,-1.52459,-0.698244,-0.325783
-64.6279,0.985246,0.769992,2,3,0,66.1951,0.441372,-0.693647,-0.0274815,0.713745,-0.458029,-0.33745,-0.274314,-0.552759,-1.36407,-0.566433,-0.66239,-0.373696,-0.713897,-0.497995,-0.265949,-0.454335,-0.636107,-0.211567,-0.199824,-0.287134,-1.5369,-0.52655,-0.23063,-0.0621168,-0.20585,-0.61482,-0.438662,-0.122346,-0.491757,-1.42559,-0.310934,-0.440289,-0.969468,-0.81992,-0.516506,-0.366961,-0.3865,-0.0611158,-0.697169,-0.416439,-0.455094,-0.426804,-0.0942687,-0.696325,-1.015,-0.953324,-0.441,-1.26483,-0.274964,-0.553894,-0.311845,-0.323901,-0.302599,-1.24514,-0.290939,-0.896802,-0.42136,-0.276584,-0.337865,-0.469562,-0.571426,-0.602441,-1.39092,-1.05455,-0.505176,-0.93044,-0.122252,-0.691455,-1.89739,-0.397041,-0.291231,-0.88778,-0.403598,-0.82458,-0.657786,-0.407815,-1.33038,-1.13979,-1.22153,-0.249308,-0.905318,-0.44459,-0.572612,-0.431799,-0.166813,-0.147775,-0.30347,-0.210846,-0.0861204,-1.24917,-0.821728,-0.752884,-1.29367,-0.339478,-0.389262,-1.66817,-0.95534,-0.261633,-0.421946,-1.64389,-0.461989,-0.707041,-0.639135,-0.35893
-65.1774,0.819146,0.769992,2,3,0,66.9496,0.544652,-0.389074,-0.29097,0.860655,-0.492343,-0.407015,-0.455137,-0.451728,-1.50021,-0.334039,-0.793343,-0.205159,-0.476558,-0.69023,-0.149118,-0.31377,-1.00542,-0.407768,-0.196425,-0.210291,-1.58541,-0.404939,-0.215286,-0.109631,-0.140764,-0.394807,-0.279321,-0.132532,-0.548471,-1.28986,-0.178587,-0.386798,-0.904895,-0.568279,-0.290707,-0.298759,-0.510863,-0.0571686,-0.859558,-0.325852,-0.557678,-0.364137,-0.172368,-0.552854,-1.4205,-0.756892,-0.668215,-1.22415,-0.392534,-0.646224,-0.295871,-0.319617,-0.263584,-1.0093,-0.322374,-0.839459,-0.253178,-0.44537,-0.420844,-0.344801,-0.562498,-0.599221,-1.11992,-0.981662,-0.516069,-0.596686,-0.0735267,-0.954159,-2.60899,-0.355295,-0.260117,-1.19871,-0.362019,-0.61742,-0.964534,-0.703901,-1.23383,-1.06322,-0.772138,-0.385008,-1.04977,-0.620918,-0.661522,-0.471484,-0.210236,-0.208171,-0.311896,-0.22557,-0.126178,-1.07039,-0.886569,-1.17841,-1.16039,-0.362295,-0.536646,-1.80429,-0.71481,-0.299524,-0.277116,-1.60911,-0.422766,-0.652982,-0.819933,-0.414076
-70.2786,0.662516,0.769992,2,7,0,71.4504,0.835129,-0.883276,0.296777,0.258903,-0.272638,-0.604132,-0.107696,-1.16364,-1.38397,-0.712646,-0.847716,-0.527805,-0.724764,-0.20287,-0.437698,-1.2857,-0.546894,-0.0704509,-0.18263,-0.324244,-1.6916,-0.467919,-0.201472,-0.037386,-0.284626,-0.668566,-0.496534,-0.107532,-0.783666,-1.90746,-0.468584,-0.34893,-1.36415,-0.748664,-0.687437,-0.350257,-0.563683,-0.0793614,-0.808211,-0.366722,-0.237613,-0.939509,-0.0472953,-0.566066,-0.852209,-0.732293,-0.136675,-1.59682,-0.127389,-0.810848,-0.741751,-0.235616,-0.272159,-1.95605,-0.182965,-1.35838,-0.548718,-0.105392,-0.574965,-0.417045,-0.368932,-0.408287,-1.00555,-1.50092,-0.312443,-1.98989,-0.228717,-0.752823,-1.13892,-0.33273,-0.248961,-0.864994,-0.322942,-0.661319,-0.613428,-0.393359,-0.801274,-1.535,-2.35693,-0.108971,-1.04987,-0.170751,-0.296808,-0.792942,-0.36097,-0.318199,-0.21873,-0.165644,-0.0588072,-0.809684,-1.1047,-0.598173,-0.796997,-0.64121,-0.525322,-1.60699,-1.71695,-0.170993,-0.48859,-1.85792,-0.333446,-0.510254,-0.774164,-0.203976
-65.4291,0.99805,0.769992,3,7,0,70.7802,0.194083,-0.523182,-0.500798,0.946956,-0.656311,-0.285274,-0.755051,-0.251054,-1.17335,-0.458283,-0.567473,-0.179246,-0.628002,-1.09126,-0.174369,-0.21662,-0.740428,-0.598174,-0.272851,-0.230405,-1.52667,-0.472705,-0.2308,-0.128849,-0.151729,-0.487361,-0.256196,-0.129299,-0.341193,-1.26483,-0.204663,-0.479501,-0.543764,-0.660376,-0.356852,-0.408237,-0.335114,-0.0399663,-0.533297,-0.302151,-0.926166,-0.161899,-0.236189,-0.715954,-1.29279,-1.00694,-0.632132,-1.01379,-0.519155,-0.475099,-0.165144,-0.364523,-0.317448,-0.930184,-0.347141,-0.633354,-0.301319,-0.584201,-0.283281,-0.26767,-0.795615,-1.09021,-1.51404,-0.773174,-0.671197,-0.449746,-0.0614496,-0.904366,-2.58683,-0.531261,-0.278294,-1.12712,-0.469063,-0.63976,-0.64577,-0.490344,-1.80278,-0.761512,-0.628539,-0.552217,-0.826035,-0.750515,-1.01969,-0.37566,-0.0915362,-0.13284,-0.393636,-0.297823,-0.143253,-1.319,-0.702755,-0.911276,-1.54123,-0.156523,-0.32859,-1.53536,-0.442448,-0.38523,-0.318065,-1.46135,-0.483777,-1.17146,-0.648061,-0.508428
