# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = logistic_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /Users/dveen5/Library/R/4.0/library/cmdstanr/logistic.data.json
# init = 2 (Default)
# random
#   seed = 1572087374
# output
#   file = /var/folders/l_/g3sbvqqs3fjbln3tv95bwtbc0000gp/T/RtmpjnRyRe/logistic-202012301656-2-33579a.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100
-65.5963,0.894037,0.851642,2,3,0,66.086,0.407821,-0.262315,-0.445618,0.79899,-0.579085,-0.445187,-0.706976,-0.370295,-1.28436,-0.336184,-0.757882,-0.176012,-0.461802,-0.919217,-0.160149,-0.288637,-1.02552,-0.638219,-0.272185,-0.22709,-1.45396,-0.403639,-0.252128,-0.196333,-0.15931,-0.376936,-0.245049,-0.17327,-0.516281,-1.16873,-0.184605,-0.423702,-0.700721,-0.505737,-0.278262,-0.351024,-0.533703,-0.0709869,-0.76546,-0.303856,-0.75651,-0.286915,-0.30626,-0.556437,-1.44145,-0.733067,-0.709521,-1.05814,-0.531211,-0.645959,-0.283915,-0.364494,-0.305726,-0.883475,-0.372861,-0.736527,-0.252644,-0.610814,-0.453891,-0.282987,-0.645284,-0.785535,-1.04219,-0.849614,-0.582929,-0.475902,-0.0795377,-1.05441,-2.53992,-0.43923,-0.287842,-1.25605,-0.414292,-0.5268,-0.92634,-0.775381,-1.26613,-0.865703,-0.59664,-0.55969,-0.980139,-0.732979,-0.821854,-0.510745,-0.215753,-0.267553,-0.382075,-0.30604,-0.201326,-0.975212,-0.83467,-1.18876,-1.11568,-0.309143,-0.545974,-1.55431,-0.533961,-0.388861,-0.276633,-1.39723,-0.444098,-0.816035,-0.835908,-0.494818
-65.6196,0.768678,0.851642,3,7,0,69.26,0.298607,-1.01736,-0.029576,0.649071,-0.468102,-0.276582,-0.263965,-0.486571,-1.13394,-0.859138,-0.513335,-0.412991,-0.9694,-0.523537,-0.378237,-0.555061,-0.383403,-0.157073,-0.229025,-0.319619,-1.62527,-0.592833,-0.212027,-0.0405904,-0.239781,-0.811741,-0.454507,-0.093748,-0.369477,-1.69518,-0.424389,-0.480458,-0.77469,-0.978573,-0.738775,-0.463633,-0.269171,-0.0391859,-0.451924,-0.375365,-0.54368,-0.302527,-0.0688644,-0.843005,-0.814001,-1.1839,-0.233217,-1.25716,-0.226892,-0.462482,-0.254381,-0.301032,-0.325164,-1.53821,-0.234244,-0.878207,-0.569427,-0.20621,-0.258844,-0.376675,-0.659761,-0.898764,-1.75066,-1.05763,-0.521452,-1.19259,-0.126081,-0.624643,-1.55347,-0.513958,-0.274382,-0.782093,-0.45368,-0.848914,-0.385589,-0.230316,-1.68707,-1.04316,-1.61389,-0.212599,-0.761541,-0.335718,-0.65764,-0.423845,-0.0889703,-0.105185,-0.303356,-0.215917,-0.0617568,-1.39441,-0.753106,-0.467577,-1.51491,-0.1952,-0.242867,-1.49036,-0.947704,-0.247135,-0.52177,-1.7035,-0.453068,-1.07964,-0.515569,-0.319809
-64.822,1,0.851642,2,3,0,66.1861,0.200471,-0.887586,-0.27139,0.607721,-0.546979,-0.32147,-0.482474,-0.374693,-0.947695,-0.81773,-0.499478,-0.293957,-0.893348,-0.773282,-0.364595,-0.513542,-0.416469,-0.288896,-0.316243,-0.310389,-1.56929,-0.543645,-0.227838,-0.0766715,-0.242288,-0.7211,-0.337453,-0.112509,-0.343867,-1.63207,-0.392756,-0.497745,-0.551242,-0.808306,-0.650932,-0.523682,-0.292737,-0.0402322,-0.384361,-0.299186,-0.797222,-0.210069,-0.136583,-0.80893,-0.905811,-1.11244,-0.227227,-1.10433,-0.322427,-0.481686,-0.237471,-0.321646,-0.354114,-1.4231,-0.253245,-0.776797,-0.517009,-0.304815,-0.293895,-0.246882,-0.753674,-1.2253,-1.6184,-0.927066,-0.57608,-0.981091,-0.112819,-0.788236,-1.62545,-0.630643,-0.276063,-0.914152,-0.498292,-0.646724,-0.372022,-0.279134,-1.75578,-0.826905,-1.32274,-0.33969,-0.72808,-0.400679,-0.857523,-0.49412,-0.0864008,-0.147828,-0.361411,-0.291583,-0.0995324,-1.22298,-0.731804,-0.503524,-1.43904,-0.148206,-0.251632,-1.27705,-0.679069,-0.319738,-0.471488,-1.52526,-0.441142,-1.38178,-0.560916,-0.374812
-64.5435,0.97086,0.851642,2,3,0,65.4172,0.199329,-0.734637,-0.150033,0.749286,-0.564759,-0.274085,-0.405712,-0.394503,-1.14747,-0.672503,-0.535762,-0.361165,-0.829605,-0.696769,-0.300287,-0.360701,-0.522068,-0.295213,-0.256819,-0.31695,-1.44575,-0.588703,-0.256534,-0.0777864,-0.22711,-0.694919,-0.434409,-0.132931,-0.37174,-1.34747,-0.346028,-0.515176,-0.717657,-0.893758,-0.582129,-0.452418,-0.302231,-0.056441,-0.521665,-0.418489,-0.645692,-0.272568,-0.127473,-0.813327,-0.93482,-1.11499,-0.458596,-1.09797,-0.350015,-0.456293,-0.224427,-0.369136,-0.353215,-1.13719,-0.324705,-0.743571,-0.47335,-0.353784,-0.268684,-0.429622,-0.717379,-0.871596,-1.61929,-0.892861,-0.610118,-0.76968,-0.119524,-0.65587,-1.83988,-0.515491,-0.320454,-0.834538,-0.48548,-0.853861,-0.51138,-0.329114,-1.64636,-0.920168,-1.04863,-0.335495,-0.766928,-0.530156,-0.768375,-0.372754,-0.107281,-0.117044,-0.366712,-0.264676,-0.103965,-1.40072,-0.699748,-0.632631,-1.51402,-0.213908,-0.293232,-1.46783,-0.721239,-0.323131,-0.467735,-1.49663,-0.518861,-0.999448,-0.546369,-0.428342
-65.0398,0.964513,0.851642,2,3,0,65.2254,0.629965,-0.542122,-0.411626,0.608813,-0.438726,-0.568131,-0.522917,-0.493156,-1.23457,-0.425915,-0.796362,-0.157164,-0.495191,-0.712613,-0.198906,-0.580507,-0.845714,-0.373624,-0.256348,-0.204646,-1.75124,-0.343649,-0.185004,-0.113933,-0.158585,-0.394069,-0.195525,-0.112567,-0.569182,-1.67245,-0.214616,-0.350261,-0.718907,-0.4529,-0.330988,-0.351071,-0.562291,-0.0426599,-0.668408,-0.203758,-0.673602,-0.321078,-0.189715,-0.505817,-1.39657,-0.681011,-0.265607,-1.27136,-0.335435,-0.75939,-0.384315,-0.258531,-0.25885,-1.407,-0.227897,-0.949154,-0.280964,-0.348262,-0.541466,-0.162613,-0.552646,-0.886918,-0.990162,-1.08326,-0.44327,-0.910901,-0.0755036,-1.22145,-2.22815,-0.44307,-0.211197,-1.35904,-0.356702,-0.384594,-0.739993,-0.652299,-1.19837,-0.986645,-1.1432,-0.369382,-1.04093,-0.403253,-0.694509,-0.742534,-0.207785,-0.342904,-0.295147,-0.252344,-0.125042,-0.777045,-0.994825,-0.975491,-0.95028,-0.284897,-0.515965,-1.539,-0.730034,-0.285784,-0.273356,-1.65185,-0.322312,-0.953606,-0.907982,-0.329854
-64.0287,0.839516,0.851642,2,3,0,66.8094,0.320816,-0.672125,-0.249025,0.745306,-0.532992,-0.331446,-0.452276,-0.401709,-1.19032,-0.57338,-0.601581,-0.272246,-0.709423,-0.726677,-0.251124,-0.387229,-0.61925,-0.329801,-0.251112,-0.270466,-1.54616,-0.501583,-0.229161,-0.0863581,-0.19453,-0.581375,-0.337202,-0.123358,-0.412935,-1.43099,-0.286412,-0.459917,-0.709307,-0.739034,-0.478696,-0.413263,-0.358828,-0.0489371,-0.56324,-0.337495,-0.667895,-0.27122,-0.144594,-0.713059,-1.08682,-0.982238,-0.414541,-1.14532,-0.354089,-0.525156,-0.248937,-0.332536,-0.317662,-1.18961,-0.29494,-0.786712,-0.393054,-0.364938,-0.323072,-0.323709,-0.67413,-0.884641,-1.44247,-0.935227,-0.564564,-0.769535,-0.0966482,-0.804697,-2.03754,-0.489556,-0.280298,-0.988265,-0.442154,-0.690492,-0.582116,-0.411016,-1.5455,-0.932212,-1.03219,-0.354364,-0.845035,-0.51006,-0.764459,-0.446233,-0.123764,-0.153889,-0.343681,-0.257974,-0.108355,-1.22312,-0.773429,-0.743669,-1.36749,-0.223643,-0.34382,-1.51665,-0.698952,-0.312538,-0.389891,-1.55222,-0.454683,-0.993834,-0.63874,-0.403141
-66.1522,0.742402,0.851642,2,3,0,66.4417,0.129708,-0.677805,-0.37828,1.12335,-0.661162,-0.188207,-0.573368,-0.231084,-1.31016,-0.502647,-0.49849,-0.227244,-0.741098,-0.994795,-0.165664,-0.160386,-0.641369,-0.449574,-0.209939,-0.231319,-1.56657,-0.54825,-0.216796,-0.0729019,-0.137856,-0.578517,-0.329901,-0.103383,-0.283177,-1.25588,-0.207235,-0.505885,-0.619215,-0.865006,-0.408613,-0.387264,-0.244931,-0.0307478,-0.521644,-0.375979,-0.81233,-0.151774,-0.141242,-0.832595,-1.19091,-1.22132,-0.756621,-1.0639,-0.450493,-0.378725,-0.118962,-0.367159,-0.304668,-0.910668,-0.348462,-0.608731,-0.328722,-0.508352,-0.191688,-0.386371,-0.821379,-0.981635,-1.89092,-0.776558,-0.705617,-0.43537,-0.0543998,-0.697109,-2.71931,-0.48699,-0.282682,-0.966418,-0.469782,-0.892481,-0.596066,-0.36212,-2.07196,-0.836233,-0.657416,-0.443366,-0.784607,-0.780741,-0.985902,-0.255165,-0.0595765,-0.0662023,-0.365625,-0.239778,-0.0926558,-1.71089,-0.635665,-0.824449,-1.89189,-0.136281,-0.251322,-1.73892,-0.488713,-0.336855,-0.353011,-1.5901,-0.541088,-1.10533,-0.53164,-0.50168
-65.175,1,0.851642,2,3,0,66.8421,0.602063,-0.782158,-0.235531,0.420737,-0.394985,-0.566124,-0.369349,-0.609741,-1.09796,-0.637543,-0.720933,-0.234745,-0.655043,-0.548614,-0.321267,-0.867486,-0.586561,-0.222382,-0.274837,-0.255922,-1.75126,-0.397159,-0.188627,-0.078013,-0.216855,-0.53624,-0.254982,-0.104352,-0.554838,-1.88114,-0.333282,-0.370754,-0.740668,-0.559555,-0.508904,-0.415454,-0.494983,-0.0441498,-0.551709,-0.220287,-0.592388,-0.375089,-0.126572,-0.574093,-1.09937,-0.766633,-0.14399,-1.32481,-0.244089,-0.73246,-0.449667,-0.246408,-0.283403,-1.72416,-0.193014,-1.04304,-0.412452,-0.225026,-0.518382,-0.174831,-0.540832,-0.934339,-1.09528,-1.18236,-0.410582,-1.339,-0.114038,-1.06741,-1.62859,-0.492912,-0.218618,-1.15561,-0.378723,-0.427013,-0.527948,-0.447399,-1.20468,-1.04058,-1.66181,-0.261947,-0.949934,-0.27049,-0.612069,-0.802195,-0.191415,-0.326937,-0.282525,-0.245768,-0.0964194,-0.786839,-0.988959,-0.670419,-0.947698,-0.275376,-0.425256,-1.38913,-0.934101,-0.253609,-0.368432,-1.68723,-0.318499,-1.04774,-0.802741,-0.275882
-65.8952,0.963354,0.851642,3,7,0,66.3674,0.692636,-0.916005,-0.158877,0.500705,-0.350934,-0.508238,-0.267014,-0.651146,-1.2377,-0.643547,-0.724218,-0.24281,-0.68045,-0.455244,-0.294911,-0.879153,-0.558363,-0.152514,-0.213447,-0.231338,-1.90531,-0.39301,-0.158272,-0.0460965,-0.187107,-0.553861,-0.263644,-0.0776427,-0.547698,-2.04243,-0.314527,-0.343645,-0.851855,-0.609488,-0.520049,-0.37123,-0.45307,-0.0316565,-0.573699,-0.218171,-0.493843,-0.397283,-0.0776796,-0.580721,-1.10259,-0.810625,-0.128126,-1.46679,-0.188798,-0.712815,-0.426256,-0.215332,-0.247353,-1.88298,-0.163978,-1.12134,-0.405399,-0.170434,-0.465895,-0.185986,-0.501087,-0.835114,-1.21165,-1.29243,-0.376203,-1.49018,-0.0955992,-1.00795,-1.74086,-0.433014,-0.192806,-1.13574,-0.341689,-0.474135,-0.521538,-0.392202,-1.26234,-1.17896,-1.88703,-0.193594,-0.991014,-0.231741,-0.541405,-0.747604,-0.162144,-0.251464,-0.237954,-0.191412,-0.0625181,-0.875438,-1.02263,-0.65176,-1.02596,-0.272884,-0.391618,-1.58035,-1.0798,-0.203561,-0.359987,-1.89073,-0.300413,-0.972461,-0.779769,-0.235601
-65.073,1,0.851642,2,3,0,65.9641,0.127052,-0.426576,-0.248762,0.751257,-0.655765,-0.31313,-0.597058,-0.35587,-1.11504,-0.531063,-0.582636,-0.329309,-0.693062,-0.863027,-0.263718,-0.274904,-0.696475,-0.518425,-0.310662,-0.331983,-1.24544,-0.576539,-0.322913,-0.16527,-0.238513,-0.589523,-0.419053,-0.204774,-0.408249,-1.04725,-0.304838,-0.547869,-0.671866,-0.778837,-0.467255,-0.455656,-0.374022,-0.0958716,-0.608509,-0.459964,-0.743659,-0.278316,-0.249023,-0.757283,-1.03974,-0.989094,-0.749647,-0.947758,-0.516797,-0.485954,-0.235474,-0.450751,-0.39596,-0.833641,-0.440296,-0.651993,-0.408633,-0.562321,-0.318413,-0.472971,-0.75234,-0.833265,-1.37583,-0.764094,-0.684707,-0.512616,-0.133571,-0.71432,-1.97073,-0.526936,-0.381502,-0.892225,-0.520773,-0.80581,-0.666373,-0.484425,-1.47985,-0.810115,-0.665852,-0.509831,-0.779328,-0.74778,-0.853087,-0.373781,-0.156914,-0.163599,-0.446773,-0.340762,-0.191422,-1.2854,-0.67356,-0.8208,-1.38518,-0.263805,-0.383289,-1.36883,-0.566379,-0.425402,-0.430799,-1.26259,-0.577239,-0.904177,-0.604668,-0.552232
-66.3555,0.868495,0.851642,2,7,0,67.1774,0.32751,-0.646533,-0.549272,0.262625,-0.534216,-0.659883,-0.852494,-0.41567,-0.710377,-0.728741,-0.622186,-0.171232,-0.672004,-0.971231,-0.402315,-0.853089,-0.532478,-0.510167,-0.513642,-0.297004,-1.55208,-0.395032,-0.240947,-0.210838,-0.28018,-0.527452,-0.187664,-0.156428,-0.463756,-1.74757,-0.383679,-0.440662,-0.392154,-0.454382,-0.520628,-0.587776,-0.501838,-0.0556482,-0.36783,-0.172096,-1.07633,-0.211776,-0.350818,-0.601528,-1.08622,-0.755439,-0.12098,-1.01884,-0.416751,-0.719411,-0.409717,-0.300462,-0.374093,-1.55694,-0.230855,-0.839094,-0.44357,-0.390816,-0.577559,-0.0967479,-0.720221,-1.58597,-1.00857,-0.930468,-0.512763,-1.07839,-0.129624,-1.29537,-1.41596,-0.765774,-0.250995,-1.26095,-0.494986,-0.287021,-0.40463,-0.478696,-1.34815,-0.670925,-1.3075,-0.521652,-0.797269,-0.341381,-0.952318,-0.957792,-0.170737,-0.497362,-0.407757,-0.43288,-0.212398,-0.636499,-0.885123,-0.596141,-0.892975,-0.167338,-0.391477,-0.936559,-0.552711,-0.404881,-0.382363,-1.31923,-0.333795,-1.65342,-0.808505,-0.368956
-65.9738,1,0.851642,3,7,0,67.4905,0.455331,-0.546492,-0.119069,1.08941,-0.503892,-0.244668,-0.304879,-0.415745,-1.71344,-0.366256,-0.691384,-0.287175,-0.587103,-0.595633,-0.138193,-0.207663,-0.880875,-0.284073,-0.138871,-0.216042,-1.59742,-0.499037,-0.207321,-0.0562685,-0.126746,-0.491916,-0.399617,-0.106563,-0.450666,-1.22342,-0.180796,-0.420955,-1.06645,-0.816093,-0.341801,-0.275731,-0.359626,-0.0456888,-0.871704,-0.452152,-0.447759,-0.354451,-0.0917469,-0.677746,-1.28507,-0.983964,-0.911102,-1.27969,-0.335481,-0.493519,-0.201871,-0.334554,-0.254333,-0.936127,-0.341957,-0.792935,-0.281863,-0.385147,-0.264504,-0.579277,-0.585621,-0.479152,-1.52729,-0.97361,-0.560271,-0.547196,-0.0661412,-0.67162,-2.78162,-0.308766,-0.276325,-0.97543,-0.36532,-0.968989,-0.919218,-0.512054,-1.49778,-1.18433,-0.771972,-0.291799,-0.992089,-0.685486,-0.62105,-0.284555,-0.133695,-0.0884528,-0.288909,-0.172068,-0.0765427,-1.54156,-0.781186,-1.08051,-1.55438,-0.330245,-0.407061,-2.08456,-0.799056,-0.257054,-0.319397,-1.75009,-0.504182,-0.559971,-0.648324,-0.420632
-66.1328,0.76722,0.851642,2,3,0,69.4626,0.0648874,-0.276276,-0.237102,0.671611,-0.702572,-0.348047,-0.67829,-0.37008,-1.04692,-0.514634,-0.600462,-0.36698,-0.66618,-0.900263,-0.290831,-0.272622,-0.749436,-0.635325,-0.365621,-0.378724,-1.0907,-0.601777,-0.391255,-0.250626,-0.283246,-0.583367,-0.460435,-0.279937,-0.44137,-0.891805,-0.331505,-0.586939,-0.662364,-0.757709,-0.466536,-0.486153,-0.420926,-0.15155,-0.646298,-0.519968,-0.768502,-0.314374,-0.346118,-0.748176,-1.00859,-0.932606,-0.895131,-0.859366,-0.609704,-0.504537,-0.267633,-0.51811,-0.448314,-0.712162,-0.525625,-0.617993,-0.425467,-0.670754,-0.358555,-0.540864,-0.766134,-0.7962,-1.23478,-0.705896,-0.724319,-0.451389,-0.176421,-0.705186,-1.81477,-0.5512,-0.446039,-0.861319,-0.560475,-0.809493,-0.720916,-0.55657,-1.33531,-0.758763,-0.556519,-0.603071,-0.760958,-0.841529,-0.865127,-0.387683,-0.210305,-0.208388,-0.50938,-0.405909,-0.274387,-1.20314,-0.653587,-0.860921,-1.27726,-0.318237,-0.44001,-1.24216,-0.532912,-0.498133,-0.45652,-1.10311,-0.62743,-0.842117,-0.618918,-0.626163
-65.2548,1,0.851642,3,7,0,66.2126,0.590591,-0.547107,-0.143403,0.902853,-0.443749,-0.348258,-0.303633,-0.50959,-1.62512,-0.37453,-0.769933,-0.255586,-0.540058,-0.542019,-0.157098,-0.334012,-0.896511,-0.26276,-0.155973,-0.21173,-1.66714,-0.43553,-0.195414,-0.0635548,-0.137188,-0.453004,-0.336034,-0.106484,-0.536229,-1.39163,-0.193459,-0.379114,-1.05627,-0.678583,-0.338854,-0.280705,-0.448457,-0.0476984,-0.872913,-0.363041,-0.440655,-0.414521,-0.100648,-0.591978,-1.31698,-0.837556,-0.613583,-1.34062,-0.300149,-0.605277,-0.286736,-0.296005,-0.245697,-1.12757,-0.289127,-0.904459,-0.281781,-0.33029,-0.362059,-0.423705,-0.52683,-0.507143,-1.2756,-1.07412,-0.484297,-0.726644,-0.0741598,-0.818953,-2.54859,-0.31738,-0.24933,-1.08494,-0.34194,-0.746775,-0.907564,-0.574414,-1.28332,-1.21037,-0.969969,-0.274265,-1.05288,-0.534179,-0.567784,-0.416601,-0.1816,-0.149815,-0.272015,-0.179596,-0.0827543,-1.21991,-0.889909,-1.06851,-1.26782,-0.374988,-0.477428,-1.96248,-0.88304,-0.244926,-0.303748,-1.76776,-0.424391,-0.582842,-0.751943,-0.362376
-64.5219,0.987273,0.851642,3,7,0,65.9406,0.147947,-0.641653,-0.314259,0.571945,-0.607606,-0.367521,-0.61967,-0.367931,-0.916537,-0.703843,-0.539792,-0.293261,-0.787726,-0.870774,-0.35067,-0.449257,-0.522486,-0.433859,-0.371428,-0.335853,-1.37911,-0.543516,-0.282748,-0.141329,-0.266926,-0.649131,-0.345432,-0.166277,-0.383567,-1.3595,-0.376466,-0.526609,-0.538617,-0.732169,-0.571615,-0.533146,-0.355236,-0.0677833,-0.444801,-0.33616,-0.854243,-0.232284,-0.22919,-0.76457,-0.956329,-1.00282,-0.347335,-0.985242,-0.432128,-0.514036,-0.263916,-0.38294,-0.395728,-1.15601,-0.328696,-0.714675,-0.480662,-0.431613,-0.34618,-0.282443,-0.769137,-1.1528,-1.39688,-0.831698,-0.624807,-0.767693,-0.136361,-0.823494,-1.63583,-0.639613,-0.326827,-0.938123,-0.529441,-0.624102,-0.464725,-0.381121,-1.56725,-0.757394,-0.9978,-0.459731,-0.735776,-0.521117,-0.89791,-0.506722,-0.126986,-0.201618,-0.424783,-0.358649,-0.165126,-1.11727,-0.714737,-0.613622,-1.30453,-0.189455,-0.320441,-1.18263,-0.58794,-0.397561,-0.458254,-1.32175,-0.485222,-1.25578,-0.606871,-0.457408
-65.7206,0.868888,0.851642,2,3,0,66.31,0.386034,-0.468191,-0.622197,0.922775,-0.58895,-0.377154,-0.817315,-0.269491,-1.23575,-0.369475,-0.667645,-0.118645,-0.501443,-1.10539,-0.137985,-0.260285,-0.893672,-0.636989,-0.260148,-0.182492,-1.69745,-0.370626,-0.19137,-0.137675,-0.122069,-0.376287,-0.174686,-0.111519,-0.400762,-1.42583,-0.158459,-0.401396,-0.544342,-0.493417,-0.271651,-0.357953,-0.423718,-0.0314243,-0.588068,-0.215289,-0.941138,-0.165888,-0.259553,-0.587986,-1.5301,-0.834022,-0.507983,-1.10136,-0.498758,-0.583733,-0.198556,-0.305021,-0.268814,-1.04574,-0.290083,-0.708918,-0.232469,-0.569046,-0.369332,-0.170435,-0.717818,-1.1068,-1.2778,-0.852021,-0.587301,-0.487027,-0.0458106,-1.16435,-2.84343,-0.491334,-0.224263,-1.38096,-0.404872,-0.455803,-0.746787,-0.633372,-1.64621,-0.7947,-0.663461,-0.559689,-0.946662,-0.673317,-0.987768,-0.496268,-0.111882,-0.195582,-0.349618,-0.279518,-0.14248,-1.06898,-0.820801,-1.08235,-1.32253,-0.167916,-0.404826,-1.60959,-0.443145,-0.354686,-0.244598,-1.56691,-0.390737,-1.16463,-0.797947,-0.44913
-65.0734,0.982205,0.851642,2,3,0,66.3228,0.32451,-0.794596,-0.539874,0.857708,-0.555137,-0.318352,-0.657673,-0.27341,-1.11134,-0.56147,-0.553776,-0.146324,-0.684689,-1.00102,-0.195877,-0.347592,-0.592783,-0.415953,-0.261354,-0.201318,-1.81444,-0.417396,-0.170361,-0.0774859,-0.13982,-0.509225,-0.197118,-0.0821449,-0.329026,-1.71189,-0.21912,-0.419117,-0.497497,-0.617872,-0.40446,-0.417191,-0.314243,-0.0210459,-0.426199,-0.204769,-0.937856,-0.141465,-0.159593,-0.694715,-1.27893,-1.01536,-0.28029,-1.16236,-0.372985,-0.510571,-0.178985,-0.272758,-0.274088,-1.35107,-0.226915,-0.746059,-0.320043,-0.389123,-0.295446,-0.153081,-0.75561,-1.32354,-1.58104,-0.915472,-0.56768,-0.720951,-0.0494078,-1.03667,-2.4551,-0.563194,-0.207657,-1.22524,-0.426166,-0.500356,-0.488419,-0.387564,-1.91228,-0.803983,-1.0234,-0.419148,-0.842787,-0.489065,-0.987393,-0.487894,-0.0683867,-0.140128,-0.323236,-0.255443,-0.0909432,-1.19869,-0.787429,-0.7415,-1.497,-0.114916,-0.275324,-1.53037,-0.516382,-0.304688,-0.306991,-1.69172,-0.376181,-1.45104,-0.669362,-0.375816
-64.0563,0.716605,0.851642,2,3,0,67.7249,0.401123,-0.720692,-0.189975,0.60319,-0.479299,-0.396953,-0.390834,-0.492093,-1.14715,-0.626335,-0.633748,-0.29327,-0.719544,-0.622326,-0.29839,-0.543929,-0.58163,-0.267979,-0.261708,-0.284083,-1.57398,-0.486076,-0.225001,-0.0818074,-0.218886,-0.598297,-0.339711,-0.122563,-0.463587,-1.55583,-0.328784,-0.439447,-0.746551,-0.710083,-0.525548,-0.424475,-0.39717,-0.0529785,-0.561284,-0.316737,-0.610006,-0.328876,-0.13178,-0.680278,-1.03254,-0.92002,-0.293846,-1.20044,-0.303362,-0.58363,-0.319713,-0.30962,-0.317009,-1.36315,-0.262476,-0.876289,-0.429702,-0.297353,-0.378685,-0.294167,-0.621564,-0.865035,-1.32666,-1.02046,-0.508476,-0.983245,-0.116712,-0.839925,-1.7773,-0.491699,-0.270946,-0.98871,-0.428132,-0.626713,-0.549648,-0.404053,-1.39545,-0.983954,-1.27429,-0.305045,-0.864412,-0.404319,-0.683281,-0.543231,-0.150775,-0.198255,-0.325707,-0.255536,-0.104336,-1.07637,-0.833542,-0.683484,-1.21121,-0.255752,-0.367587,-1.44826,-0.815552,-0.291239,-0.409562,-1.57627,-0.417098,-0.978547,-0.671762,-0.355345
-64.4954,0.951533,0.851642,2,7,0,64.6268,0.350464,-0.712497,-0.259625,0.924973,-0.528668,-0.270567,-0.413515,-0.359497,-1.35325,-0.512507,-0.595077,-0.246946,-0.692783,-0.730514,-0.193511,-0.293355,-0.657553,-0.308064,-0.198261,-0.232189,-1.65204,-0.493067,-0.200103,-0.0627482,-0.151727,-0.556385,-0.325857,-0.0985378,-0.381045,-1.44756,-0.232237,-0.440818,-0.760894,-0.776341,-0.427698,-0.361955,-0.320086,-0.0350064,-0.59703,-0.339133,-0.632878,-0.24322,-0.112095,-0.724053,-1.17406,-1.04326,-0.502221,-1.20823,-0.337344,-0.484696,-0.19719,-0.313924,-0.280887,-1.15439,-0.284948,-0.77296,-0.343353,-0.359999,-0.269632,-0.347443,-0.67189,-0.821365,-1.59949,-0.946107,-0.569252,-0.684678,-0.0689665,-0.77124,-2.40763,-0.434652,-0.25629,-1.00925,-0.412026,-0.766499,-0.628151,-0.399317,-1.69537,-0.990546,-0.964354,-0.327669,-0.877748,-0.554125,-0.765859,-0.366354,-0.0962235,-0.106605,-0.312782,-0.214269,-0.0820996,-1.4016,-0.76324,-0.813702,-1.54252,-0.203025,-0.318134,-1.74104,-0.690426,-0.280638,-0.352145,-1.69038,-0.456332,-0.939576,-0.619747,-0.396315
